binomial,type,function_word,pair,freq,file,register
more and less,add_first,and,4,1,w_acad_2006.txt,academic
less and more,sub_first,and,4,0,w_acad_2006.txt,academic
increase or decrease,add_first,or,5,5,w_acad_2006.txt,academic
decrease or increase,sub_first,or,5,0,w_acad_2006.txt,academic
increase and decrease,add_first,and,5,0,w_acad_2006.txt,academic
decrease and increase,sub_first,and,5,0,w_acad_2006.txt,academic
many or few,add_first,or,6,0,w_acad_2006.txt,academic
few or many,sub_first,or,6,0,w_acad_2006.txt,academic
many and few,add_first,and,6,0,w_acad_2006.txt,academic
few and many,sub_first,and,6,0,w_acad_2006.txt,academic
most or least,add_first,or,7,0,w_acad_2006.txt,academic
least or most,sub_first,or,7,0,w_acad_2006.txt,academic
most and least,add_first,and,7,4,w_acad_2006.txt,academic
least and most,sub_first,and,7,0,w_acad_2006.txt,academic
add and subtract,add_first,and,1,0,w_acad_2007.txt,academic
subtract and add,sub_first,and,1,0,w_acad_2007.txt,academic
add or subtract,add_first,or,1,0,w_acad_2007.txt,academic
subtract or add,sub_first,or,1,0,w_acad_2007.txt,academic
plus and minus,add_first,and,2,0,w_acad_2007.txt,academic
minus and plus,sub_first,and,2,0,w_acad_2007.txt,academic
plus or minus,add_first,or,2,1,w_acad_2007.txt,academic
minus or plus,sub_first,or,2,0,w_acad_2007.txt,academic
addition and subtraction,add_first,and,3,5,w_acad_2007.txt,academic
subtraction and addition,sub_first,and,3,0,w_acad_2007.txt,academic
addition or subtraction,add_first,or,3,0,w_acad_2007.txt,academic
subtraction or addition,sub_first,or,3,0,w_acad_2007.txt,academic
more or less,add_first,or,4,69,w_acad_2007.txt,academic
less or more,sub_first,or,4,1,w_acad_2007.txt,academic
more and less,add_first,and,4,1,w_acad_2007.txt,academic
less and more,sub_first,and,4,1,w_acad_2007.txt,academic
increase or decrease,add_first,or,5,4,w_acad_2007.txt,academic
decrease or increase,sub_first,or,5,1,w_acad_2007.txt,academic
increase and decrease,add_first,and,5,0,w_acad_2007.txt,academic
decrease and increase,sub_first,and,5,0,w_acad_2007.txt,academic
many or few,add_first,or,6,0,w_acad_2007.txt,academic
few or many,sub_first,or,6,0,w_acad_2007.txt,academic
many and few,add_first,and,6,0,w_acad_2007.txt,academic
few and many,sub_first,and,6,0,w_acad_2007.txt,academic
most or least,add_first,or,7,1,w_acad_2007.txt,academic
least or most,sub_first,or,7,0,w_acad_2007.txt,academic
most and least,add_first,and,7,2,w_acad_2007.txt,academic
least and most,sub_first,and,7,0,w_acad_2007.txt,academic
add and subtract,add_first,and,1,0,w_acad_2008.txt,academic
subtract and add,sub_first,and,1,0,w_acad_2008.txt,academic
add or subtract,add_first,or,1,1,w_acad_2008.txt,academic
subtract or add,sub_first,or,1,0,w_acad_2008.txt,academic
plus and minus,add_first,and,2,1,w_acad_2008.txt,academic
minus and plus,sub_first,and,2,0,w_acad_2008.txt,academic
plus or minus,add_first,or,2,0,w_acad_2008.txt,academic
minus or plus,sub_first,or,2,0,w_acad_2008.txt,academic
addition and subtraction,add_first,and,3,0,w_acad_2008.txt,academic
subtraction and addition,sub_first,and,3,0,w_acad_2008.txt,academic
addition or subtraction,add_first,or,3,0,w_acad_2008.txt,academic
subtraction or addition,sub_first,or,3,0,w_acad_2008.txt,academic
more or less,add_first,or,4,54,w_acad_2008.txt,academic
less or more,sub_first,or,4,0,w_acad_2008.txt,academic
more and less,add_first,and,4,2,w_acad_2008.txt,academic
less and more,sub_first,and,4,2,w_acad_2008.txt,academic
increase or decrease,add_first,or,5,5,w_acad_2008.txt,academic
decrease or increase,sub_first,or,5,0,w_acad_2008.txt,academic
increase and decrease,add_first,and,5,0,w_acad_2008.txt,academic
decrease and increase,sub_first,and,5,0,w_acad_2008.txt,academic
many or few,add_first,or,6,0,w_acad_2008.txt,academic
few or many,sub_first,or,6,0,w_acad_2008.txt,academic
many and few,add_first,and,6,0,w_acad_2008.txt,academic
few and many,sub_first,and,6,0,w_acad_2008.txt,academic
most or least,add_first,or,7,0,w_acad_2008.txt,academic
least or most,sub_first,or,7,0,w_acad_2008.txt,academic
most and least,add_first,and,7,2,w_acad_2008.txt,academic
least and most,sub_first,and,7,0,w_acad_2008.txt,academic
add and subtract,add_first,and,1,0,w_acad_2009.txt,academic
subtract and add,sub_first,and,1,0,w_acad_2009.txt,academic
add or subtract,add_first,or,1,2,w_acad_2009.txt,academic
subtract or add,sub_first,or,1,0,w_acad_2009.txt,academic
plus and minus,add_first,and,2,1,w_acad_2009.txt,academic
minus and plus,sub_first,and,2,0,w_acad_2009.txt,academic
plus or minus,add_first,or,2,3,w_acad_2009.txt,academic
minus or plus,sub_first,or,2,0,w_acad_2009.txt,academic
addition and subtraction,add_first,and,3,1,w_acad_2009.txt,academic
subtraction and addition,sub_first,and,3,0,w_acad_2009.txt,academic
addition or subtraction,add_first,or,3,0,w_acad_2009.txt,academic
subtraction or addition,sub_first,or,3,0,w_acad_2009.txt,academic
more or less,add_first,or,4,46,w_acad_2009.txt,academic
less or more,sub_first,or,4,0,w_acad_2009.txt,academic
more and less,add_first,and,4,1,w_acad_2009.txt,academic
less and more,sub_first,and,4,1,w_acad_2009.txt,academic
increase or decrease,add_first,or,5,5,w_acad_2009.txt,academic
decrease or increase,sub_first,or,5,1,w_acad_2009.txt,academic
increase and decrease,add_first,and,5,0,w_acad_2009.txt,academic
decrease and increase,sub_first,and,5,0,w_acad_2009.txt,academic
many or few,add_first,or,6,1,w_acad_2009.txt,academic
few or many,sub_first,or,6,0,w_acad_2009.txt,academic
many and few,add_first,and,6,0,w_acad_2009.txt,academic
few and many,sub_first,and,6,0,w_acad_2009.txt,academic
most or least,add_first,or,7,0,w_acad_2009.txt,academic
least or most,sub_first,or,7,0,w_acad_2009.txt,academic
most and least,add_first,and,7,2,w_acad_2009.txt,academic
least and most,sub_first,and,7,0,w_acad_2009.txt,academic
add and subtract,add_first,and,1,0,w_acad_2010.txt,academic
subtract and add,sub_first,and,1,0,w_acad_2010.txt,academic
add or subtract,add_first,or,1,0,w_acad_2010.txt,academic
subtract or add,sub_first,or,1,0,w_acad_2010.txt,academic
plus and minus,add_first,and,2,0,w_acad_2010.txt,academic
minus and plus,sub_first,and,2,0,w_acad_2010.txt,academic
plus or minus,add_first,or,2,1,w_acad_2010.txt,academic
minus or plus,sub_first,or,2,0,w_acad_2010.txt,academic
addition and subtraction,add_first,and,3,5,w_acad_2010.txt,academic
subtraction and addition,sub_first,and,3,0,w_acad_2010.txt,academic
addition or subtraction,add_first,or,3,0,w_acad_2010.txt,academic
subtraction or addition,sub_first,or,3,0,w_acad_2010.txt,academic
more or less,add_first,or,4,52,w_acad_2010.txt,academic
less or more,sub_first,or,4,1,w_acad_2010.txt,academic
more and less,add_first,and,4,1,w_acad_2010.txt,academic
less and more,sub_first,and,4,1,w_acad_2010.txt,academic
increase or decrease,add_first,or,5,1,w_acad_2010.txt,academic
decrease or increase,sub_first,or,5,0,w_acad_2010.txt,academic
increase and decrease,add_first,and,5,0,w_acad_2010.txt,academic
decrease and increase,sub_first,and,5,0,w_acad_2010.txt,academic
many or few,add_first,or,6,0,w_acad_2010.txt,academic
few or many,sub_first,or,6,0,w_acad_2010.txt,academic
many and few,add_first,and,6,0,w_acad_2010.txt,academic
few and many,sub_first,and,6,0,w_acad_2010.txt,academic
most or least,add_first,or,7,0,w_acad_2010.txt,academic
least or most,sub_first,or,7,0,w_acad_2010.txt,academic
most and least,add_first,and,7,2,w_acad_2010.txt,academic
least and most,sub_first,and,7,0,w_acad_2010.txt,academic
add and subtract,add_first,and,1,0,w_acad_2011.txt,academic
subtract and add,sub_first,and,1,0,w_acad_2011.txt,academic
add or subtract,add_first,or,1,0,w_acad_2011.txt,academic
subtract or add,sub_first,or,1,0,w_acad_2011.txt,academic
plus and minus,add_first,and,2,0,w_acad_2011.txt,academic
minus and plus,sub_first,and,2,0,w_acad_2011.txt,academic
plus or minus,add_first,or,2,0,w_acad_2011.txt,academic
minus or plus,sub_first,or,2,0,w_acad_2011.txt,academic
addition and subtraction,add_first,and,3,1,w_acad_2011.txt,academic
subtraction and addition,sub_first,and,3,0,w_acad_2011.txt,academic
addition or subtraction,add_first,or,3,1,w_acad_2011.txt,academic
subtraction or addition,sub_first,or,3,0,w_acad_2011.txt,academic
more or less,add_first,or,4,55,w_acad_2011.txt,academic
less or more,sub_first,or,4,0,w_acad_2011.txt,academic
more and less,add_first,and,4,2,w_acad_2011.txt,academic
less and more,sub_first,and,4,0,w_acad_2011.txt,academic
increase or decrease,add_first,or,5,2,w_acad_2011.txt,academic
decrease or increase,sub_first,or,5,0,w_acad_2011.txt,academic
increase and decrease,add_first,and,5,0,w_acad_2011.txt,academic
decrease and increase,sub_first,and,5,0,w_acad_2011.txt,academic
many or few,add_first,or,6,0,w_acad_2011.txt,academic
few or many,sub_first,or,6,0,w_acad_2011.txt,academic
many and few,add_first,and,6,0,w_acad_2011.txt,academic
few and many,sub_first,and,6,0,w_acad_2011.txt,academic
most or least,add_first,or,7,0,w_acad_2011.txt,academic
least or most,sub_first,or,7,0,w_acad_2011.txt,academic
most and least,add_first,and,7,0,w_acad_2011.txt,academic
least and most,sub_first,and,7,0,w_acad_2011.txt,academic
add and subtract,add_first,and,1,0,w_acad_2012.txt,academic
subtract and add,sub_first,and,1,0,w_acad_2012.txt,academic
add or subtract,add_first,or,1,0,w_acad_2012.txt,academic
subtract or add,sub_first,or,1,0,w_acad_2012.txt,academic
plus and minus,add_first,and,2,0,w_acad_2012.txt,academic
minus and plus,sub_first,and,2,0,w_acad_2012.txt,academic
plus or minus,add_first,or,2,4,w_acad_2012.txt,academic
minus or plus,sub_first,or,2,0,w_acad_2012.txt,academic
addition and subtraction,add_first,and,3,0,w_acad_2012.txt,academic
subtraction and addition,sub_first,and,3,0,w_acad_2012.txt,academic
addition or subtraction,add_first,or,3,0,w_acad_2012.txt,academic
subtraction or addition,sub_first,or,3,0,w_acad_2012.txt,academic
more or less,add_first,or,4,13,w_acad_2012.txt,academic
less or more,sub_first,or,4,0,w_acad_2012.txt,academic
more and less,add_first,and,4,1,w_acad_2012.txt,academic
less and more,sub_first,and,4,0,w_acad_2012.txt,academic
increase or decrease,add_first,or,5,5,w_acad_2012.txt,academic
decrease or increase,sub_first,or,5,0,w_acad_2012.txt,academic
increase and decrease,add_first,and,5,0,w_acad_2012.txt,academic
decrease and increase,sub_first,and,5,0,w_acad_2012.txt,academic
many or few,add_first,or,6,0,w_acad_2012.txt,academic
few or many,sub_first,or,6,0,w_acad_2012.txt,academic
many and few,add_first,and,6,0,w_acad_2012.txt,academic
few and many,sub_first,and,6,0,w_acad_2012.txt,academic
most or least,add_first,or,7,0,w_acad_2012.txt,academic
least or most,sub_first,or,7,0,w_acad_2012.txt,academic
most and least,add_first,and,7,1,w_acad_2012.txt,academic
least and most,sub_first,and,7,0,w_acad_2012.txt,academic
add and subtract,add_first,and,1,1,w_mag_1990.txt,magazine
subtract and add,sub_first,and,1,0,w_mag_1990.txt,magazine
add or subtract,add_first,or,1,1,w_mag_1990.txt,magazine
subtract or add,sub_first,or,1,0,w_mag_1990.txt,magazine
plus and minus,add_first,and,2,0,w_mag_1990.txt,magazine
minus and plus,sub_first,and,2,0,w_mag_1990.txt,magazine
plus or minus,add_first,or,2,8,w_mag_1990.txt,magazine
minus or plus,sub_first,or,2,0,w_mag_1990.txt,magazine
addition and subtraction,add_first,and,3,0,w_mag_1990.txt,magazine
subtraction and addition,sub_first,and,3,0,w_mag_1990.txt,magazine
addition or subtraction,add_first,or,3,0,w_mag_1990.txt,magazine
subtraction or addition,sub_first,or,3,0,w_mag_1990.txt,magazine
more or less,add_first,or,4,76,w_mag_1990.txt,magazine
less or more,sub_first,or,4,0,w_mag_1990.txt,magazine
more and less,add_first,and,4,1,w_mag_1990.txt,magazine
less and more,sub_first,and,4,0,w_mag_1990.txt,magazine
increase or decrease,add_first,or,5,1,w_mag_1990.txt,magazine
decrease or increase,sub_first,or,5,0,w_mag_1990.txt,magazine
increase and decrease,add_first,and,5,0,w_mag_1990.txt,magazine
decrease and increase,sub_first,and,5,0,w_mag_1990.txt,magazine
many or few,add_first,or,6,0,w_mag_1990.txt,magazine
few or many,sub_first,or,6,0,w_mag_1990.txt,magazine
many and few,add_first,and,6,0,w_mag_1990.txt,magazine
few and many,sub_first,and,6,0,w_mag_1990.txt,magazine
most or least,add_first,or,7,0,w_mag_1990.txt,magazine
least or most,sub_first,or,7,0,w_mag_1990.txt,magazine
most and least,add_first,and,7,0,w_mag_1990.txt,magazine
least and most,sub_first,and,7,0,w_mag_1990.txt,magazine
add and subtract,add_first,and,1,0,w_mag_1991.txt,magazine
subtract and add,sub_first,and,1,0,w_mag_1991.txt,magazine
add or subtract,add_first,or,1,2,w_mag_1991.txt,magazine
subtract or add,sub_first,or,1,0,w_mag_1991.txt,magazine
plus and minus,add_first,and,2,0,w_mag_1991.txt,magazine
minus and plus,sub_first,and,2,0,w_mag_1991.txt,magazine
plus or minus,add_first,or,2,5,w_mag_1991.txt,magazine
minus or plus,sub_first,or,2,0,w_mag_1991.txt,magazine
addition and subtraction,add_first,and,3,0,w_mag_1991.txt,magazine
subtraction and addition,sub_first,and,3,1,w_mag_1991.txt,magazine
addition or subtraction,add_first,or,3,0,w_mag_1991.txt,magazine
subtraction or addition,sub_first,or,3,0,w_mag_1991.txt,magazine
more or less,add_first,or,4,56,w_mag_1991.txt,magazine
less or more,sub_first,or,4,0,w_mag_1991.txt,magazine
more and less,add_first,and,4,1,w_mag_1991.txt,magazine
less and more,sub_first,and,4,0,w_mag_1991.txt,magazine
increase or decrease,add_first,or,5,1,w_mag_1991.txt,magazine
decrease or increase,sub_first,or,5,0,w_mag_1991.txt,magazine
increase and decrease,add_first,and,5,0,w_mag_1991.txt,magazine
decrease and increase,sub_first,and,5,0,w_mag_1991.txt,magazine
many or few,add_first,or,6,0,w_mag_1991.txt,magazine
few or many,sub_first,or,6,0,w_mag_1991.txt,magazine
many and few,add_first,and,6,0,w_mag_1991.txt,magazine
few and many,sub_first,and,6,0,w_mag_1991.txt,magazine
most or least,add_first,or,7,0,w_mag_1991.txt,magazine
least or most,sub_first,or,7,0,w_mag_1991.txt,magazine
most and least,add_first,and,7,0,w_mag_1991.txt,magazine
least and most,sub_first,and,7,1,w_mag_1991.txt,magazine
add and subtract,add_first,and,1,1,w_mag_1992.txt,magazine
subtract and add,sub_first,and,1,0,w_mag_1992.txt,magazine
add or subtract,add_first,or,1,0,w_mag_1992.txt,magazine
subtract or add,sub_first,or,1,1,w_mag_1992.txt,magazine
plus and minus,add_first,and,2,0,w_mag_1992.txt,magazine
minus and plus,sub_first,and,2,0,w_mag_1992.txt,magazine
plus or minus,add_first,or,2,7,w_mag_1992.txt,magazine
minus or plus,sub_first,or,2,0,w_mag_1992.txt,magazine
addition and subtraction,add_first,and,3,0,w_mag_1992.txt,magazine
subtraction and addition,sub_first,and,3,0,w_mag_1992.txt,magazine
addition or subtraction,add_first,or,3,0,w_mag_1992.txt,magazine
subtraction or addition,sub_first,or,3,0,w_mag_1992.txt,magazine
more or less,add_first,or,4,47,w_mag_1992.txt,magazine
less or more,sub_first,or,4,0,w_mag_1992.txt,magazine
more and less,add_first,and,4,1,w_mag_1992.txt,magazine
less and more,sub_first,and,4,0,w_mag_1992.txt,magazine
increase or decrease,add_first,or,5,2,w_mag_1992.txt,magazine
decrease or increase,sub_first,or,5,0,w_mag_1992.txt,magazine
increase and decrease,add_first,and,5,0,w_mag_1992.txt,magazine
decrease and increase,sub_first,and,5,0,w_mag_1992.txt,magazine
many or few,add_first,or,6,0,w_mag_1992.txt,magazine
few or many,sub_first,or,6,0,w_mag_1992.txt,magazine
many and few,add_first,and,6,0,w_mag_1992.txt,magazine
few and many,sub_first,and,6,0,w_mag_1992.txt,magazine
most or least,add_first,or,7,0,w_mag_1992.txt,magazine
least or most,sub_first,or,7,0,w_mag_1992.txt,magazine
most and least,add_first,and,7,1,w_mag_1992.txt,magazine
least and most,sub_first,and,7,0,w_mag_1992.txt,magazine
add and subtract,add_first,and,1,0,w_mag_1993.txt,magazine
subtract and add,sub_first,and,1,0,w_mag_1993.txt,magazine
add or subtract,add_first,or,1,1,w_mag_1993.txt,magazine
subtract or add,sub_first,or,1,0,w_mag_1993.txt,magazine
plus and minus,add_first,and,2,1,w_mag_1993.txt,magazine
minus and plus,sub_first,and,2,0,w_mag_1993.txt,magazine
plus or minus,add_first,or,2,5,w_mag_1993.txt,magazine
minus or plus,sub_first,or,2,0,w_mag_1993.txt,magazine
addition and subtraction,add_first,and,3,0,w_mag_1993.txt,magazine
subtraction and addition,sub_first,and,3,0,w_mag_1993.txt,magazine
addition or subtraction,add_first,or,3,0,w_mag_1993.txt,magazine
subtraction or addition,sub_first,or,3,0,w_mag_1993.txt,magazine
more or less,add_first,or,4,67,w_mag_1993.txt,magazine
less or more,sub_first,or,4,0,w_mag_1993.txt,magazine
more and less,add_first,and,4,0,w_mag_1993.txt,magazine
less and more,sub_first,and,4,0,w_mag_1993.txt,magazine
increase or decrease,add_first,or,5,1,w_mag_1993.txt,magazine
decrease or increase,sub_first,or,5,0,w_mag_1993.txt,magazine
increase and decrease,add_first,and,5,0,w_mag_1993.txt,magazine
decrease and increase,sub_first,and,5,0,w_mag_1993.txt,magazine
many or few,add_first,or,6,0,w_mag_1993.txt,magazine
few or many,sub_first,or,6,0,w_mag_1993.txt,magazine
many and few,add_first,and,6,0,w_mag_1993.txt,magazine
few and many,sub_first,and,6,0,w_mag_1993.txt,magazine
most or least,add_first,or,7,0,w_mag_1993.txt,magazine
least or most,sub_first,or,7,0,w_mag_1993.txt,magazine
most and least,add_first,and,7,0,w_mag_1993.txt,magazine
least and most,sub_first,and,7,0,w_mag_1993.txt,magazine
add and subtract,add_first,and,1,0,w_mag_1994.txt,magazine
subtract and add,sub_first,and,1,0,w_mag_1994.txt,magazine
add or subtract,add_first,or,1,1,w_mag_1994.txt,magazine
subtract or add,sub_first,or,1,0,w_mag_1994.txt,magazine
